qa_id,question_asker_intent_understanding,question_body_critical,question_conversational,question_expect_short_answer,question_fact_seeking,question_has_commonly_accepted_answer,question_interestingness_others,question_interestingness_self,question_multi_intent,question_not_really_a_question,question_opinion_seeking,question_type_choice,question_type_compare,question_type_consequence,question_type_definition,question_type_entity,question_type_instructions,question_type_procedure,question_type_reason_explanation,question_type_spelling,question_well_written,answer_helpful,answer_level_of_information,answer_plausible,answer_relevance,answer_satisfaction,answer_type_instructions,answer_type_procedure,answer_type_reason_explanation,answer_well_written
322,0.8688441951350973,0.509859522240309,0.05073056876318577,0.6557703111448766,0.7964388702590235,0.8341072514135237,0.551080929052451,0.448783945499613,0.3887487082053189,0.003528843574198668,0.4803252281028674,0.3920559282214555,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.7589344660551358,0.21826779048684386,0.17312168843674028,0.0007589408670748588,0.7725422654212064,0.9366255086381465,0.6708408249886278,0.9674644202565419,0.9767535477306686,0.8888902042143261,0.7704557013068194,0.18581808178769807,0.20755214871283206,0.9162882769120613
327,0.8783909075672953,0.5065747388920165,0.05073056876318577,0.8419425227919531,0.8236715495313072,0.8341072514135237,0.5571090337803514,0.448783945499613,0.16438008330708903,0.003528843574198668,0.1875863247309803,0.10752470862948646,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.1670482092726422,0.47335665535297256,0.13317731554881676,0.3278096802526636,0.0007589408670748588,0.70505558080808,0.9366255086381465,0.6871090320978465,0.964899004897898,0.9749198591254067,0.8778827477431572,0.6563194558231787,0.14152297061315663,0.31476892214136654,0.8866123631246172
334,0.8384754869491664,0.6244755187455819,0.05073056876318577,0.7348359702961783,0.8236715495313072,0.8341072514135237,0.5518260714167547,0.448783945499613,0.37265934223832303,0.003528843574198668,0.2239732311683989,0.6417340558866889,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.37593807085356823,0.19722842961127132,0.27742030438322546,0.0007589408670748588,0.8316319801467238,0.9319455432013193,0.6828133870395278,0.9602715303675249,0.9729839643464826,0.8690588154482224,0.5142938818402811,0.15677240977332835,0.524034644518205,0.8885182252720696
340,0.8330331440505874,0.4445673879206228,0.05073056876318577,0.6307851618499544,0.7964388702590235,0.8341072514135237,0.5459532942109947,0.448783945499613,0.5086511005403285,0.003528843574198668,0.5355747112371189,0.5562625401265352,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.5943562281080383,0.22179661270680423,0.48644611196097765,0.0007589408670748588,0.7182243135991261,0.9308395080963825,0.6430152513264962,0.9591813410200112,0.9715245619023151,0.8478479008708226,0.6694137616117706,0.18024723350698366,0.5224633342129461,0.8806192951501461
357,0.8493990764023684,0.45343533948883763,0.05073056876318577,0.6954028670871593,0.8236715495313072,0.8341072514135237,0.5482706819867789,0.448783945499613,0.18447032608334613,0.003528843574198668,0.1940908075280328,0.6277820470483929,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.22909104691732118,0.10372352462065701,0.5999049947575411,0.0007589408670748588,0.7480184076397104,0.9274712658428497,0.6437657691533325,0.9614492819040645,0.9705545694441127,0.8499461258590968,0.16526628277369265,0.09010341308765663,0.8266869566024342,0.9183121665203192
374,0.8891776782425815,0.5471180966684552,0.05073056876318577,0.8416651606859845,0.8062174228403636,0.8341072514135237,0.5733733344929695,0.47132900558620905,0.14787149530114066,0.003528843574198668,0.338966234347034,0.6241617763888389,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.7376797874161511,0.21572984638205545,0.1538720135798079,0.0007589408670748588,0.707264661729706,0.9366255086381465,0.7094173056766783,0.9661322046758167,0.9759312286264858,0.8868153400276197,0.705662449752958,0.16201410732368496,0.34163731251203583,0.9183121665203192
375,0.9454299666883448,0.7603993523715877,0.05073056876318577,0.6949710090646305,0.8236715495313072,0.8341072514135237,0.6401491652192673,0.6486237903405462,0.3840843918357044,0.003528843574198668,0.18864774575851617,0.21110552119294687,0.13820416416269943,0.008286525598051358,0.12554095961047654,0.04857404154498019,0.17578790309498443,0.08389326023102087,0.3945534804182653,0.0007589408670748588,0.8897204404902849,0.9306023204136675,0.6593173370642491,0.9623786050362799,0.9736623307650378,0.8615461420034727,0.15284214000965707,0.05187214473652167,0.5962976888720584,0.9230535529418155
387,0.9454299666883448,0.730359438176957,0.09917149879747329,0.6986684073841979,0.5078780382872179,0.6519570404959345,0.6497651851368698,0.6506703210968812,0.40569414810069493,0.003528843574198668,0.7551281328963099,0.6241617763888389,0.026164832372868353,0.0330524728751552,0.026263769847345436,0.04857404154498019,0.17578790309498443,0.08848250410291038,0.4931157123242591,0.0007589408670748588,0.8934442160853577,0.9160148152733183,0.6415755558090248,0.9610832998535048,0.9636574522812469,0.8359338343820575,0.15601027493630126,0.07188532294456217,0.5517154748062788,0.9224738952507762
391,0.880180456447452,0.6226251123614062,0.05073056876318577,0.8478366890283399,0.8184193684504735,0.8341072514135237,0.5614106958364804,0.448783945499613,0.11771372095609242,0.003528843574198668,0.23379528036201364,0.6245450829026158,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.6286455964698946,0.14366968294065235,0.15613057287740745,0.0007589408670748588,0.7963282772800788,0.9366255086381465,0.660311111712211,0.9661073375430911,0.9755967635973313,0.8839010685212476,0.7651278165773233,0.14536122340603896,0.15561744645875758,0.9021822539094159
395,0.8672817742639436,0.45764206504923444,0.05073056876318577,0.6624198206841239,0.7964388702590235,0.8341072514135237,0.5526693708088223,0.448783945499613,0.39798135821511327,0.003528843574198668,0.43618433719735583,0.4763440347420166,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.7589344660551358,0.21826779048684386,0.25974145007784616,0.0007589408670748588,0.7298434964308266,0.9366255086381465,0.659323246866625,0.9661193603228222,0.9763362505260507,0.8868944650495356,0.7704557013068194,0.16841590891254415,0.22349245286881714,0.8857360991592094
444,0.9101926915732341,0.786874590250899,0.05073056876318577,0.7990792718237274,0.8184193684504735,0.8341072514135237,0.5771915676352439,0.4509562532007624,0.2712802130849462,0.003528843574198668,0.2959836117347035,0.6417340558866889,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.44658996943760665,0.1262567071454307,0.15613057287740745,0.0007589408670748588,0.8892357400539919,0.9271240473732676,0.6525764857119657,0.9630410654337582,0.9708006756252774,0.8650141294971554,0.2906748370054164,0.10369623408974202,0.323701041211976,0.9217788669485234
482,0.887524029993177,0.45764206504923444,0.05073056876318577,0.8268254172567555,0.8184193684504735,0.8341072514135237,0.5899854234012132,0.4967373145474241,0.18447032608334613,0.004104253057659416,0.30117579728526184,0.5933771148597574,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.19103784757485515,0.09383795668581152,0.6923705086047998,0.0007589408670748588,0.7013148181939247,0.929261930531929,0.6588551501917372,0.9628406413747055,0.9737816679722522,0.8574150716309813,0.23856324018394093,0.06983448174714824,0.8214360300297769,0.9081943622719673
483,0.9454299666883448,0.786874590250899,0.05073056876318577,0.8524004220427356,0.8062174228403636,0.8341072514135237,0.6497651851368698,0.6372885264013433,0.11771372095609242,0.003528843574198668,0.3679181837621417,0.6417340558866889,0.026164832372868353,0.02305496436066672,0.026263769847345436,0.04857404154498019,0.17578790309498443,0.09276853093967072,0.2921135975473733,0.0007589408670748588,0.8914066077314813,0.9278877952503901,0.6390458642172502,0.9619637015836051,0.9696572842059364,0.8475785888936378,0.15601027493630126,0.06902107385681638,0.5860494052681324,0.9183121665203192
513,0.8541753933550931,0.5080178955959308,0.05073056876318577,0.7328544603849632,0.7910594949180576,0.8341072514135237,0.5502114435518641,0.448783945499613,0.11771372095609242,0.006066969386412697,0.417751134484103,0.10029959459223542,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.7589344660551358,0.21069140812460846,0.15441719999819503,0.0007589408670748588,0.707120742382322,0.9366255086381465,0.6681673392367498,0.9657497358337015,0.9767535477306686,0.887619762010424,0.7704557013068194,0.1664799672557003,0.24332014298082727,0.9146982273043762
542,0.8292041728127257,0.4445673879206228,0.05073056876318577,0.6517307099459964,0.8184193684504735,0.8341072514135237,0.5472686021458406,0.448783945499613,0.3840843918357044,0.003528843574198668,0.23096236999426595,0.5281976865846749,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.33658790569052915,0.1722966400667656,0.5871869706041243,0.0007589408670748588,0.6880962166912262,0.9366255086381465,0.6847569774858028,0.9650951037180711,0.9759312286264858,0.8842064508559595,0.5482619099014036,0.16361365187141427,0.6007846115651734,0.9104933138168567
579,0.8360682296307496,0.4445673879206228,0.05073056876318577,0.6450535316317023,0.8030921865059841,0.8341072514135237,0.5467604875964746,0.448783945499613,0.5503835936151755,0.004830408906861268,0.40583987876902017,0.484850747989241,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.6619831351266713,0.20865188430931247,0.5883845262489714,0.0007589408670748588,0.6940929714001041,0.9189332203254481,0.6344252190792261,0.9603217817116214,0.9637935718481558,0.8324221546233406,0.540735044306587,0.1231127711591289,0.7233813559639811,0.9042061435176738
589,0.8366029599792397,0.4445673879206228,0.05073056876318577,0.700168559834757,0.7964388702590235,0.8341072514135237,0.5467604875964746,0.448783945499613,0.205005362958237,0.003528843574198668,0.38520642902191116,0.5443511595244649,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.654907747389507,0.21589859027911612,0.34788582946545626,0.0007589408670748588,0.6978811669687632,0.9355194735332097,0.6687360632133356,0.9644376841762226,0.9759312286264858,0.8793530056474008,0.7462368031452935,0.18073751100722085,0.4557284527853095,0.9183121665203192
625,0.8309463894255089,0.45764206504923444,0.05073056876318577,0.7062606239108311,0.7910594949180576,0.8341072514135237,0.5436036770223385,0.448783945499613,0.11771372095609242,0.018926046653473347,0.4769918616430916,0.10029959459223542,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.7524941657113917,0.195757708107229,0.323864264222283,0.0007589408670748588,0.6880962166912262,0.9271240473732676,0.6477863694086535,0.9630351015560412,0.9720404789114513,0.8508958980428802,0.6351208531896801,0.13313710680576266,0.5425191136829355,0.9052296374531297
641,0.8670242222755948,0.45764206504923444,0.05073056876318577,0.6858029315435296,0.8030921865059841,0.8341072514135237,0.5526693708088223,0.448783945499613,0.5276418217755333,0.003528843574198668,0.40385508072721,0.574690204193485,0.0529417400807248,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.5001214392382833,0.16313461364131637,0.35679873579058446,0.0007589408670748588,0.7293927756229843,0.9306023204136675,0.6450719778953661,0.961587668768662,0.9730413697395752,0.8600881159442475,0.5016772135322265,0.14102458945888544,0.5385077134885441,0.9081943622719673
683,0.8520086532635516,0.465161401010716,0.05073056876318577,0.6960284760393448,0.7910594949180576,0.8341072514135237,0.5502114435518641,0.448783945499613,0.12218219217577769,0.003528843574198668,0.4619027673652799,0.10508409110358335,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.7589344660551358,0.21826779048684386,0.22649060831886536,0.0007589408670748588,0.7097600612352895,0.935026947689723,0.6572170139331442,0.9631320850283873,0.9756531673548512,0.8696678646486842,0.7704557013068194,0.1775599298269629,0.436665612126237,0.9052034796918934
725,0.8353770762412582,0.48643149195528934,0.05073056876318577,0.7966617261307243,0.8236715495313072,0.8341072514135237,0.5528084542688444,0.448783945499613,0.1629047336549188,0.003528843574198668,0.17238970739228543,0.5472365679745607,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.2076094682337479,0.17578790309498443,0.08718272964132345,0.35679873579058446,0.0007589408670748588,0.7095806378203661,0.933157164707664,0.6847569774858028,0.9644553996650258,0.9740672291845089,0.8766427226761253,0.16666050941940086,0.07558080384368751,0.7041568696934297,0.9163980763129903
727,0.8672803941738616,0.5528735238672842,0.05073056876318577,0.7313421987384477,0.7964388702590235,0.8341072514135237,0.5507195581012301,0.448783945499613,0.11771372095609242,0.008327085173178084,0.4089404407591999,0.10029959459223542,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.7589344660551358,0.21069140812460846,0.16064736996289852,0.0007589408670748588,0.7264327268002807,0.9366255086381465,0.6560792499183881,0.9661073375430911,0.9756370530446734,0.8842764487420391,0.7704557013068194,0.16272316201258885,0.30376664003090004,0.9066464474241891
728,0.9286772393499307,0.7620398336279444,0.0809236500692068,0.715007044097197,0.7770007047980036,0.8341072514135237,0.6267806106021429,0.5151302657317786,0.18716628989600123,0.003528843574198668,0.4637886936983646,0.22574255088790696,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.17578790309498443,0.08950581267874597,0.8214157509771848,0.0007589408670748588,0.8912486044846205,0.9355194735332097,0.6676751385734495,0.965762580186696,0.9755906479694063,0.8829876420600347,0.15284214000965707,0.06273973071694294,0.850721447387036,0.9169971788492656
740,0.9429258872860811,0.7061982626844786,0.05073056876318577,0.6521143855902515,0.8160614070716643,0.8341072514135237,0.6483805100225835,0.6267093120191132,0.39331704184549876,0.003528843574198668,0.31823630410693804,0.1123092051408344,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.17578790309498443,0.08742208245098126,0.7950605355680201,0.0007589408670748588,0.8830108919173347,0.9355194735332097,0.7149451064969411,0.9654527054274609,0.9760371793663134,0.8860327980691634,0.15284214000965707,0.07053820460251145,0.8540285771982393,0.9230535529418155
748,0.8345134165569283,0.45764206504923444,0.05073056876318577,0.7016107950040372,0.8236715495313072,0.8341072514135237,0.553914967584369,0.448783945499613,0.20915610662747536,0.003528843574198668,0.19054576674588114,0.3503787285434503,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.31225551848912686,0.19053528589563895,0.49685478873515687,0.0007589408670748588,0.6933518351194823,0.9339209125847865,0.6708408249886278,0.9646514984851988,0.9749198591254067,0.8776798282235871,0.46674381239746726,0.17063871899793315,0.6892108194183181,0.9115168077523128
765,0.9429258872860811,0.7307979015065903,0.09917149879747329,0.6813100432311539,0.7623229673639547,0.7277115875233003,0.6467666350953497,0.6506703210968812,0.20915610662747536,0.003528843574198668,0.46327907829628245,0.2510729832854114,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.17578790309498443,0.08389326023102087,0.8134690312594223,0.0007589408670748588,0.8914066077314813,0.9149618683548796,0.6636219791683307,0.9532478576579588,0.9692517718706977,0.8499582225464528,0.15284214000965707,0.04844035389921773,0.852292757692295,0.909690829185834
811,0.9435326620926134,0.7895917770004863,0.09917149879747329,0.6735221399591471,0.7623229673639547,0.7397685703720903,0.6442378956531303,0.6182245466692244,0.37978662437388855,0.003528843574198668,0.46793943270593386,0.17251705496087175,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.17578790309498443,0.08389326023102087,0.8134690312594223,0.0007589408670748588,0.8922599029587913,0.9366255086381465,0.7020237126642238,0.9671673898503013,0.9766876554202946,0.8951059070778391,0.15284214000965707,0.061633311305839,0.8540285771982393,0.9224738952507762
830,0.8762696324180882,0.6871122101652766,0.05073056876318577,0.7395062439364488,0.8025875259252699,0.8341072514135237,0.5502114435518641,0.448783945499613,0.11771372095609242,0.003528843574198668,0.3640395662374294,0.15927703679592778,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.7589344660551358,0.1622847036406789,0.21219059881797364,0.0007589408670748588,0.7560652313592762,0.9271240473732676,0.6385226907742277,0.9641505657614204,0.9689824169541619,0.8435198321618387,0.7457032743278794,0.12642952695008872,0.22399296844095024,0.9012020942177482
851,0.8330331440505874,0.4445673879206228,0.05073056876318577,0.6565695020971051,0.8092408421722308,0.8341072514135237,0.5472686021458406,0.448783945499613,0.5163517538133406,0.003528843574198668,0.3575607619036841,0.42033552422588877,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.7589344660551358,0.22374741067380416,0.3158981899449138,0.0007589408670748588,0.6959468823836152,0.9294653728148439,0.6206250741023038,0.9618193682862626,0.9711350310864244,0.841822681084619,0.7615089348401357,0.1770691707734826,0.3129702065388232,0.9081943622719673
856,0.8497031741396963,0.45764206504923444,0.05073056876318577,0.6915318867675488,0.7964388702590235,0.8341072514135237,0.5502114435518641,0.448783945499613,0.11771372095609242,0.003528843574198668,0.454688260063866,0.3489738412236541,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.7589344660551358,0.21826779048684386,0.16788981680447523,0.0007589408670748588,0.6971832924395933,0.9366255086381465,0.6708408249886278,0.964099379329471,0.9752358701502333,0.8721612037008872,0.7644357814951318,0.17808851328869094,0.5395675245366579,0.909103650120173
885,0.8924426410428619,0.4659992120402755,0.05073056876318577,0.726184004821683,0.7964388702590235,0.8341072514135237,0.6136206811965245,0.5823413176114108,0.18447032608334613,0.003528843574198668,0.3599679132539068,0.4049823517397819,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.2375794110247637,0.11642203299309403,0.3847042472159896,0.0007589408670748588,0.6911742589345176,0.9366255086381465,0.7368489847373512,0.9658223299165816,0.9756152176016595,0.8905907223232028,0.26039109168472346,0.14303907899068644,0.7186106546351522,0.8919579209197881
905,0.8576251076362627,0.45764206504923444,0.05073056876318577,0.6928145240889814,0.7964388702590235,0.8341072514135237,0.5502114435518641,0.448783945499613,0.1627879824575435,0.003528843574198668,0.44826830835346776,0.22978990126026994,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.7589344660551358,0.21826779048684386,0.17312168843674028,0.0007589408670748588,0.7024389108678493,0.9366255086381465,0.6626471765634183,0.9647824415326178,0.9752358701502333,0.8744167492147683,0.7704557013068194,0.16887532213726697,0.469180378132698,0.9092178562074232
929,0.8613723253739758,0.4445673879206228,0.05073056876318577,0.7078288233578423,0.7845649160400618,0.8341072514135237,0.5518260714167547,0.448783945499613,0.12218219217577769,0.004104253057659416,0.46923063422249744,0.1984672702276758,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.7533400419755764,0.19008360911101693,0.508547581698417,0.0007589408670748588,0.6956113898713097,0.9366255086381465,0.660311111712211,0.9664769620322119,0.9766876554202946,0.8894382856606824,0.7704557013068194,0.16701526464173191,0.26292131724963386,0.9012020942177482
938,0.9138635784662759,0.46094307121060185,0.05073056876318577,0.7009296355629837,0.7964388702590235,0.8341072514135237,0.6313295164739395,0.5672709843291828,0.424779752900998,0.003528843574198668,0.4588281792864228,0.588642213031781,0.0529417400807248,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.24188124983483605,0.13479140612205273,0.46855036937473044,0.0007589408670748588,0.7453105087057244,0.9366255086381465,0.6851193372421466,0.9691673021914331,0.9766876554202946,0.8907092955290827,0.25505894982953314,0.12385537802865851,0.8181536375822511,0.9230535529418155
939,0.9381591293910387,0.7463570227918053,0.05073056876318577,0.6593690235604079,0.8236715495313072,0.8341072514135237,0.6374470100399866,0.6079181243516641,0.424779752900998,0.003528843574198668,0.2050812426115431,0.6417340558866889,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.17578790309498443,0.08715597849194559,0.6865083548933321,0.0007589408670748588,0.8901088336949992,0.9366255086381465,0.6901321588514924,0.9654527054274609,0.9760202395012241,0.888165474917936,0.15284214000965707,0.06474675957745449,0.8478009614130462,0.9230535529418155
962,0.8825401135310413,0.4445673879206228,0.05073056876318577,0.592958969764786,0.7910594949180576,0.8341072514135237,0.5612463521543317,0.455182558679206,0.5503835936151755,0.003528843574198668,0.4635592976339413,0.3178247975116944,0.026164832372868353,0.008286525598051358,0.026263769847345436,0.04857404154498019,0.7589344660551358,0.22179661270680423,0.25041286738018476,0.0007589408670748588,0.7329553764328678,0.9306023204136675,0.6153401959536063,0.9638273264998828,0.9697606051825612,0.8394378543065364,0.7644357814951318,0.17753330133994127,0.26056837376372205,0.9169971788492656
1082,0.865572246611567,0.4445673879206228,0.05073056876318577,0.46698712802866427,0.6957162159572049,0.5900293146473399,0.568529371571222,0.45498163004795833,0.5503835936151755,0.003528843574198668,0.7136969286403121,0.35774622044511595,0.10540289567013467,0.008286525598051358,0.026263769847345436,0.06458217436054386,0.5249148057818476,0.22861578677608674,0.46894927730975167,0.0007589408670748588,0.7338445483959151,0.8973517660213384,0.608159429501385,0.9494194693473935,0.9584640002533827,0.7855048067230661,0.4544772573137635,0.18429992881366522,0.48398348967577587,0.9169971788492656
